discounttype,stor_id,lowqty,highqty,discount,stor_name,stor_address,city_x,state_x,zip_x,ord_num,ord_date,qty,payterms,title_id,title,type,pub_id,price,advance,royalty_x,ytd_sales,notes,pubdate,lorange,hirange,royalty_y,au_id,au_ord,royaltyper,au_lname,au_fname,phone,address,city_y,state_y,zip_y,contract,pub_name,city,state,country,pr_info,emp_id,fname,minit,lname,job_id,job_lvl,hire_date,job_desc,min_lvl,max_lvl
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,0.0,1000.0,10.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,1001.0,5000.0,12.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,5001.0,10000.0,14.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,N914008,1994-09-14 00:00:00,20.0,Net 30,PS2091,Is Anger the Enemy?,psychology,736.0,10.95,2275.0,12.0,2045.0,Carefully researched study of the effects of strong emotions on the body. Metabolic charts included.,1991-06-15 00:00:00,10001.0,50000.0,16.0,998-72-3567,1.0,50.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,25.0,Net 60,PS2106,Life Without Fear,psychology,736.0,7.0,6000.0,10.0,111.0,New exercise meditation and nutritional techniques that can reduce the shock of daily interactions. Popular audience. Sample menus included exercise video available separately.,1991-10-05 00:00:00,0.0,2000.0,10.0,998-72-3567,1.0,100.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,25.0,Net 60,PS2106,Life Without Fear,psychology,736.0,7.0,6000.0,10.0,111.0,New exercise meditation and nutritional techniques that can reduce the shock of daily interactions. Popular audience. Sample menus included exercise video available separately.,1991-10-05 00:00:00,2001.0,5000.0,12.0,998-72-3567,1.0,100.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,25.0,Net 60,PS2106,Life Without Fear,psychology,736.0,7.0,6000.0,10.0,111.0,New exercise meditation and nutritional techniques that can reduce the shock of daily interactions. Popular audience. Sample menus included exercise video available separately.,1991-10-05 00:00:00,5001.0,10000.0,14.0,998-72-3567,1.0,100.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,25.0,Net 60,PS2106,Life Without Fear,psychology,736.0,7.0,6000.0,10.0,111.0,New exercise meditation and nutritional techniques that can reduce the shock of daily interactions. Popular audience. Sample menus included exercise video available separately.,1991-10-05 00:00:00,10001.0,50000.0,16.0,998-72-3567,1.0,100.0,Ringer,Albert,801 826-0752,67 Seventh Av.,Salt Lake City,UT,84152.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,15.0,Net 60,PS3333,Prolonged Data Deprivation: Four Case Studies,psychology,736.0,19.99,2000.0,10.0,4072.0,What happens when the data runs dry?  Searching evaluations of information-shortage effects.,1991-06-12 00:00:00,0.0,5000.0,10.0,172-32-1176,1.0,100.0,White,Johnson,408 496-7223,10932 Bigge Rd.,Menlo Park,CA,94025.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,15.0,Net 60,PS3333,Prolonged Data Deprivation: Four Case Studies,psychology,736.0,19.99,2000.0,10.0,4072.0,What happens when the data runs dry?  Searching evaluations of information-shortage effects.,1991-06-12 00:00:00,5001.0,10000.0,12.0,172-32-1176,1.0,100.0,White,Johnson,408 496-7223,10932 Bigge Rd.,Menlo Park,CA,94025.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,15.0,Net 60,PS3333,Prolonged Data Deprivation: Four Case Studies,psychology,736.0,19.99,2000.0,10.0,4072.0,What happens when the data runs dry?  Searching evaluations of information-shortage effects.,1991-06-12 00:00:00,10001.0,15000.0,14.0,172-32-1176,1.0,100.0,White,Johnson,408 496-7223,10932 Bigge Rd.,Menlo Park,CA,94025.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,15.0,Net 60,PS3333,Prolonged Data Deprivation: Four Case Studies,psychology,736.0,19.99,2000.0,10.0,4072.0,What happens when the data runs dry?  Searching evaluations of information-shortage effects.,1991-06-12 00:00:00,15001.0,50000.0,16.0,172-32-1176,1.0,100.0,White,Johnson,408 496-7223,10932 Bigge Rd.,Menlo Park,CA,94025.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,25.0,Net 60,PS7777,Emotional Security: A New Algorithm,psychology,736.0,7.99,4000.0,10.0,3336.0,Protecting yourself and your loved ones from undue emotional stress in the modern world. Use of computer and nutritional aids emphasized.,1991-06-12 00:00:00,0.0,5000.0,10.0,486-29-1786,1.0,100.0,Locksley,Charlene,415 585-4620,18 Broadway Av.,San Francisco,CA,94130.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
,7131.0,,,,Doc-U-Mat: Quality Laundry and Books,24-A Avogadro Way,Remulade,WA,98014.0,P3087a,1993-05-29 00:00:00,25.0,Net 60,PS7777,Emotional Security: A New Algorithm,psychology,736.0,7.99,4000.0,10.0,3336.0,Protecting yourself and your loved ones from undue emotional stress in the modern world. Use of computer and nutritional aids emphasized.,1991-06-12 00:00:00,5001.0,50000.0,12.0,486-29-1786,1.0,100.0,Locksley,Charlene,415 585-4620,18 Broadway Av.,San Francisco,CA,94130.0,1.0,New Moon Books,Boston,MA,USA,1.0,LAL21447M,Laurence,A,Lebihan,5.0,175.0,1990-06-03 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,423LL930,1994-09-14 00:00:00,10.0,ON invoice,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,0.0,5000.0,10.0,213-46-8915,2.0,40.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,423LL930,1994-09-14 00:00:00,10.0,ON invoice,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,5001.0,50000.0,12.0,213-46-8915,2.0,40.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,6871,1994-09-14 00:00:00,5.0,Net 60,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,0.0,5000.0,10.0,213-46-8915,2.0,40.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,6871,1994-09-14 00:00:00,5.0,Net 60,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,5001.0,50000.0,12.0,213-46-8915,2.0,40.0,Green,Marjorie,415 986-7020,309 63rd St. #411,Oakland,CA,94618.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,423LL930,1994-09-14 00:00:00,10.0,ON invoice,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,0.0,5000.0,10.0,409-56-7008,1.0,60.0,Bennet,Abraham,415 658-9932,6223 Bateman St.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,423LL930,1994-09-14 00:00:00,10.0,ON invoice,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,5001.0,50000.0,12.0,409-56-7008,1.0,60.0,Bennet,Abraham,415 658-9932,6223 Bateman St.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,6871,1994-09-14 00:00:00,5.0,Net 60,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,0.0,5000.0,10.0,409-56-7008,1.0,60.0,Bennet,Abraham,415 658-9932,6223 Bateman St.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
,6380.0,,,,Eric the Read Books,788 Catamaugus Ave.,Seattle,WA,98056.0,6871,1994-09-14 00:00:00,5.0,Net 60,BU1032,The Busy Executive's Database Guide,business,1389.0,19.99,5000.0,10.0,4095.0,An overview of available database systems with emphasis on common business applications. Illustrated.,1991-06-12 00:00:00,5001.0,50000.0,12.0,409-56-7008,1.0,60.0,Bennet,Abraham,415 658-9932,6223 Bateman St.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,0.0,4000.0,10.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,4001.0,8000.0,12.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,8001.0,10000.0,14.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,12001.0,16000.0,16.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,16001.0,20000.0,18.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,20001.0,24000.0,20.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,24001.0,28000.0,22.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,28001.0,50000.0,24.0,267-41-2394,2.0,40.0,O'Leary,Michael,408 286-2428,22 Cleveland Av. #14,San Jose,CA,95128.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,0.0,4000.0,10.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,4001.0,8000.0,12.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,8001.0,10000.0,14.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,12001.0,16000.0,16.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,16001.0,20000.0,18.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,20001.0,24000.0,20.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,24001.0,28000.0,22.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,P723,1993-03-11 00:00:00,25.0,Net 30,BU1111,Cooking with Computers: Surreptitious Balance Sheets,business,1389.0,11.95,5000.0,10.0,3876.0,Helpful hints on how to use your electronic resources to the best advantage.,1991-06-09 00:00:00,28001.0,50000.0,24.0,724-80-9391,1.0,60.0,MacFeather,Stearns,415 354-7128,44 Upland Hts.,Oakland,CA,94612.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,QA879.1,1993-05-22 00:00:00,30.0,Net 30,PC1035,But Is It User Friendly?,popular_comp,1389.0,22.95,7000.0,16.0,8780.0,A survey of software for the naive user focusing on the 'friendliness' of each.,1991-06-30 00:00:00,0.0,2000.0,10.0,238-95-7766,1.0,100.0,Carson,Cheryl,415 548-7723,589 Darwin Ln.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,QA879.1,1993-05-22 00:00:00,30.0,Net 30,PC1035,But Is It User Friendly?,popular_comp,1389.0,22.95,7000.0,16.0,8780.0,A survey of software for the naive user focusing on the 'friendliness' of each.,1991-06-30 00:00:00,2001.0,3000.0,12.0,238-95-7766,1.0,100.0,Carson,Cheryl,415 548-7723,589 Darwin Ln.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,QA879.1,1993-05-22 00:00:00,30.0,Net 30,PC1035,But Is It User Friendly?,popular_comp,1389.0,22.95,7000.0,16.0,8780.0,A survey of software for the naive user focusing on the 'friendliness' of each.,1991-06-30 00:00:00,3001.0,4000.0,14.0,238-95-7766,1.0,100.0,Carson,Cheryl,415 548-7723,589 Darwin Ln.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,QA879.1,1993-05-22 00:00:00,30.0,Net 30,PC1035,But Is It User Friendly?,popular_comp,1389.0,22.95,7000.0,16.0,8780.0,A survey of software for the naive user focusing on the 'friendliness' of each.,1991-06-30 00:00:00,4001.0,10000.0,16.0,238-95-7766,1.0,100.0,Carson,Cheryl,415 548-7723,589 Darwin Ln.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
Customer Discount,8042.0,,,5.0,Bookbeat,679 Carson St.,Portland,OR,89076.0,QA879.1,1993-05-22 00:00:00,30.0,Net 30,PC1035,But Is It User Friendly?,popular_comp,1389.0,22.95,7000.0,16.0,8780.0,A survey of software for the naive user focusing on the 'friendliness' of each.,1991-06-30 00:00:00,10001.0,50000.0,18.0,238-95-7766,1.0,100.0,Carson,Cheryl,415 548-7723,589 Darwin Ln.,Berkeley,CA,94705.0,1.0,Algodata Infosystems,Berkeley,CA,USA,3.0,SKO22412M,Sven,K,Ottlieb,5.0,150.0,1991-04-05 00:00:00,Publisher,150.0,250.0
